timestamp,TT101,TT102,TT103,FT103,LT101,AT101
2025-01-15 08:26:30,88.13,42.58,30.9,924.6,52.9,2.43
2025-01-15 08:27:00,88.05,42.96,30.62,932.7,54.49,2.69
2025-01-15 08:27:30,87.55,42.74,30.61,928.7,53.51,2.35
2025-01-15 08:28:00,87.88,43.24,31.09,919.7,53.32,2.67
2025-01-15 08:28:30,88.04,43.05,30.66,915.7,54.44,2.47
2025-01-15 08:29:00,87.55,43.22,31.0,926.8,53.28,2.64
2025-01-15 08:29:30,87.55,43.14,30.9,918.6,54.27,2.67
2025-01-15 08:30:00,87.76,42.52,30.95,916.1,53.43,2.36
2025-01-15 08:30:30,87.55,42.55,30.83,916.2,54.77,2.41
2025-01-15 08:31:00,88.0,42.5,30.85,910.7,53.8,2.3
2025-01-15 08:31:30,88.23,42.77,30.77,917.1,55.21,2.33
2025-01-15 08:32:00,88.32,42.64,30.96,921.8,54.16,2.49
2025-01-15 08:32:30,88.18,43.04,30.87,920.8,54.83,2.53
2025-01-15 08:33:00,87.9,42.5,30.7,908.5,53.6,2.57
2025-01-15 08:33:30,87.74,42.31,30.72,918.8,55.23,2.54
2025-01-15 08:34:00,87.76,42.33,30.85,911.6,53.84,2.44
2025-01-15 08:34:30,87.73,42.86,31.27,911.9,54.05,2.65
2025-01-15 08:35:00,87.76,42.33,30.69,908.2,54.55,2.46
2025-01-15 08:35:30,87.64,42.4,30.69,905.1,53.81,2.41
2025-01-15 08:36:00,87.46,41.97,30.87,903.5,54.83,2.45
2025-01-15 08:36:30,88.15,42.43,31.12,912.7,54.47,2.37
2025-01-15 08:37:00,88.37,41.97,31.13,907.7,53.81,2.56
2025-01-15 08:37:30,88.25,42.3,31.14,909.2,54.02,2.43
2025-01-15 08:38:00,87.84,42.41,31.18,908.3,54.94,2.57
2025-01-15 08:38:30,88.0,42.24,30.84,894.3,54.06,2.35
2025-01-15 08:39:00,87.39,42.3,31.04,902.7,55.07,2.47
2025-01-15 08:39:30,87.75,41.58,31.18,903.4,54.85,2.4
2025-01-15 08:40:00,87.89,41.57,31.14,894.3,54.01,2.28
2025-01-15 08:40:30,87.93,41.62,31.14,904.7,54.87,2.32
2025-01-15 08:41:00,87.64,41.94,31.16,897.7,55.18,2.19
2025-01-15 08:41:30,87.27,41.54,31.14,891.5,55.05,2.15
2025-01-15 08:42:00,87.15,41.48,31.1,896.6,55.28,2.25
2025-01-15 08:42:30,87.57,41.58,30.97,886.2,55.73,2.21
2025-01-15 08:43:00,87.99,41.89,30.7,890.5,55.59,2.5
2025-01-15 08:43:30,87.42,41.29,30.81,897.2,54.38,2.34
2025-01-15 08:44:00,87.07,41.43,31.25,883.0,55.61,2.3
2025-01-15 08:44:30,87.77,41.51,30.82,894.2,54.95,2.09
2025-01-15 08:45:00,86.84,41.28,30.94,883.6,54.27,2.21
2025-01-15 08:45:30,87.1,41.49,30.67,889.7,55.67,2.11
2025-01-15 08:46:00,87.66,41.32,31.2,881.3,54.74,2.2
2025-01-15 08:46:30,87.69,41.15,30.87,882.4,54.55,2.05
2025-01-15 08:47:00,86.74,41.28,30.82,889.6,54.5,2.13
2025-01-15 08:47:30,87.09,40.7,30.87,888.9,55.77,2.33
2025-01-15 08:48:00,87.16,41.21,31.2,881.5,55.44,2.01
2025-01-15 08:48:30,87.2,40.78,31.08,882.1,54.57,2.0
2025-01-15 08:49:00,87.34,40.45,30.91,876.4,54.59,2.26
2025-01-15 08:49:30,87.33,40.49,31.01,874.9,55.1,2.11
2025-01-15 08:50:00,86.46,40.35,30.73,883.8,54.97,2.03
2025-01-15 08:50:30,87.14,40.95,30.87,870.8,54.35,1.96
2025-01-15 08:51:00,86.52,40.16,30.74,871.9,55.1,2.27
2025-01-15 08:51:30,86.86,40.35,30.83,875.5,54.7,2.03
2025-01-15 08:52:00,86.11,40.18,31.15,868.5,54.94,2.14
2025-01-15 08:52:30,86.84,40.07,30.73,869.8,54.72,2.05
2025-01-15 08:53:00,86.87,40.52,31.08,865.6,53.97,2.14
2025-01-15 08:53:30,86.75,40.15,30.89,864.8,54.67,2.21
2025-01-15 08:54:00,86.61,40.4,31.11,868.3,54.09,1.89
2025-01-15 08:54:30,86.24,40.2,31.08,875.4,55.14,2.12
2025-01-15 08:55:00,86.1,40.04,30.53,876.0,54.29,2.17
2025-01-15 08:55:30,86.22,39.78,30.57,867.1,55.08,2.06
2025-01-15 08:56:00,85.62,39.54,30.8,872.1,54.56,1.86
2025-01-15 08:56:30,86.04,39.44,30.65,869.9,55.68,2.01
2025-01-15 08:57:00,86.25,39.76,30.6,866.3,55.65,2.02
2025-01-15 08:57:30,85.6,39.34,30.74,873.0,54.54,1.83
2025-01-15 08:58:00,85.89,40.01,30.57,862.6,54.35,1.88
2025-01-15 08:58:30,85.83,39.38,30.9,873.8,54.65,1.78
2025-01-15 08:59:00,86.04,39.43,30.9,865.7,54.06,1.99
2025-01-15 08:59:30,85.29,39.89,30.69,865.0,54.03,1.84
2025-01-15 09:00:00,85.59,39.85,30.46,868.4,53.97,2.05
2025-01-15 09:00:30,84.99,39.09,30.4,868.5,55.31,2.0
2025-01-15 09:01:00,85.51,39.8,30.9,867.7,53.85,2.01
2025-01-15 09:01:30,85.45,38.99,30.73,868.7,54.18,1.75
2025-01-15 09:02:00,84.79,38.93,30.48,868.5,55.31,1.65
2025-01-15 09:02:30,85.51,39.06,30.51,876.4,55.0,1.76
2025-01-15 09:03:00,84.52,39.24,30.51,878.3,53.7,1.72
2025-01-15 09:03:30,85.3,38.85,30.51,877.0,54.81,1.58
2025-01-15 09:04:00,84.36,38.85,30.8,868.6,54.72,1.91
2025-01-15 09:04:30,84.59,38.99,30.81,874.8,53.71,1.83
2025-01-15 09:05:00,84.49,38.96,30.22,877.6,54.97,1.78
2025-01-15 09:05:30,85.04,38.74,30.34,873.7,55.0,1.9
2025-01-15 09:06:00,84.41,38.9,30.44,874.6,54.9,1.58
2025-01-15 09:06:30,84.76,39.27,30.66,879.7,54.21,1.63
2025-01-15 09:07:00,84.2,38.95,30.61,869.3,53.34,1.78
2025-01-15 09:07:30,84.05,38.7,30.15,877.7,53.54,1.86
2025-01-15 09:08:00,84.62,39.42,30.27,870.9,53.03,1.66
2025-01-15 09:08:30,84.37,38.98,30.23,877.1,54.02,1.72
2025-01-15 09:09:00,84.34,39.29,30.47,873.2,54.41,1.56
2025-01-15 09:09:30,84.09,38.9,30.5,875.3,53.17,1.53
2025-01-15 09:10:00,83.6,39.31,30.38,878.3,53.41,1.82
2025-01-15 09:10:30,83.89,38.79,30.5,884.5,54.54,1.45
2025-01-15 09:11:00,83.78,39.26,30.5,889.6,52.58,1.52
2025-01-15 09:11:30,83.36,38.75,30.56,885.3,54.3,1.54
2025-01-15 09:12:00,84.04,38.97,30.11,889.5,54.27,1.43
2025-01-15 09:12:30,83.7,39.11,30.07,884.0,52.6,1.46
2025-01-15 09:13:00,83.29,39.1,30.31,882.4,52.28,1.5
2025-01-15 09:13:30,83.65,38.78,30.09,883.5,53.78,1.58
2025-01-15 09:14:00,82.97,38.73,30.12,890.1,53.4,1.39
2025-01-15 09:14:30,83.01,39.22,30.11,887.0,52.67,1.73
2025-01-15 09:15:00,83.1,39.14,30.06,890.3,53.72,1.74
2025-01-15 09:15:30,83.09,38.86,30.26,888.0,51.94,1.7
2025-01-15 09:16:00,83.09,39.38,30.05,900.1,52.78,1.4
2025-01-15 09:16:30,82.62,39.19,30.17,901.7,51.97,1.58
2025-01-15 09:17:00,82.92,39.18,29.85,892.8,52.76,1.69
2025-01-15 09:17:30,82.6,39.2,30.22,905.0,52.04,1.37
2025-01-15 09:18:00,83.38,39.61,30.01,891.6,53.43,1.47
2025-01-15 09:18:30,83.29,39.36,30.2,894.5,53.08,1.4
2025-01-15 09:19:00,82.73,39.58,30.18,896.0,51.87,1.47
2025-01-15 09:19:30,82.8,39.24,29.74,898.3,52.81,1.67
2025-01-15 09:20:00,82.27,39.42,30.1,896.1,52.96,1.35
2025-01-15 09:20:30,82.78,39.45,30.0,901.6,52.05,1.54
2025-01-15 09:21:00,82.56,39.58,29.87,904.9,51.18,1.55
2025-01-15 09:21:30,82.58,39.29,30.04,911.5,51.98,1.37
2025-01-15 09:22:00,82.52,39.23,29.64,907.1,51.17,1.48
2025-01-15 09:22:30,82.51,39.22,29.92,902.7,52.38,1.61
2025-01-15 09:23:00,82.47,39.28,29.82,908.5,52.73,1.35
2025-01-15 09:23:30,82.78,40.08,29.94,916.6,51.14,1.69
2025-01-15 09:24:00,82.38,40.1,30.03,907.3,52.25,1.67
2025-01-15 09:24:30,81.91,39.67,29.92,908.3,52.39,1.41
2025-01-15 09:25:00,82.63,39.56,29.75,921.5,50.93,1.41
2025-01-15 09:25:30,82.29,39.75,29.45,910.8,50.76,1.68
2025-01-15 09:26:00,82.43,40.27,29.51,921.4,50.59,1.52
2025-01-15 09:26:30,82.36,39.9,29.91,918.7,51.44,1.67
2025-01-15 09:27:00,81.8,40.47,29.75,917.1,51.79,1.42
2025-01-15 09:27:30,82.66,40.19,29.57,923.9,51.0,1.39
2025-01-15 09:28:00,82.39,39.83,29.82,916.7,51.31,1.72
2025-01-15 09:28:30,82.21,40.38,29.5,913.5,50.02,1.39
2025-01-15 09:29:00,82.22,40.26,29.6,928.6,50.13,1.43
2025-01-15 09:29:30,82.24,40.0,29.28,920.7,50.0,1.48
2025-01-15 09:30:00,81.79,40.51,29.61,919.1,50.95,1.54
2025-01-15 09:30:30,81.69,40.85,29.39,918.9,49.81,1.61
2025-01-15 09:31:00,82.41,40.8,29.46,921.4,49.56,1.62
2025-01-15 09:31:30,82.09,40.52,29.59,924.9,51.33,1.66
2025-01-15 09:32:00,81.77,41.02,29.21,926.9,50.19,1.47
2025-01-15 09:32:30,81.57,40.99,29.18,927.8,51.17,1.44
2025-01-15 09:33:00,81.71,40.92,29.46,929.7,50.83,1.46
2025-01-15 09:33:30,81.81,40.74,29.17,934.2,50.69,1.68
2025-01-15 09:34:00,81.51,41.24,29.57,927.8,50.52,1.59
2025-01-15 09:34:30,81.73,40.72,29.24,921.3,49.63,1.71
2025-01-15 09:35:00,82.2,41.38,29.52,925.3,49.98,1.6
2025-01-15 09:35:30,82.29,41.19,29.23,931.6,50.72,1.52
2025-01-15 09:36:00,82.39,40.85,29.21,925.3,50.2,1.82
2025-01-15 09:36:30,82.27,41.16,29.57,927.0,49.1,1.82
2025-01-15 09:37:00,82.16,41.52,29.43,937.5,49.48,1.8
2025-01-15 09:37:30,82.24,41.72,29.27,933.6,49.6,1.6
2025-01-15 09:38:00,81.76,41.59,29.04,936.6,48.67,1.5
2025-01-15 09:38:30,81.67,41.9,29.19,924.3,48.35,1.51
2025-01-15 09:39:00,82.28,41.73,29.39,933.7,48.34,1.74
2025-01-15 09:39:30,81.97,41.94,29.45,936.1,48.26,1.87
2025-01-15 09:40:00,82.54,42.1,29.01,925.0,48.27,1.54
2025-01-15 09:40:30,82.49,42.06,29.31,934.7,49.23,1.66
2025-01-15 09:41:00,81.77,41.55,29.37,924.5,48.52,1.72
2025-01-15 09:41:30,81.72,41.74,29.07,932.4,48.54,1.7
2025-01-15 09:42:00,82.69,41.99,29.4,930.5,47.78,1.75
2025-01-15 09:42:30,82.19,42.26,29.09,931.5,48.72,1.68
2025-01-15 09:43:00,82.64,41.77,29.36,922.5,47.56,1.69
2025-01-15 09:43:30,82.58,42.54,28.86,927.2,48.47,1.94
2025-01-15 09:44:00,82.03,42.21,29.06,932.1,47.92,2.01
2025-01-15 09:44:30,82.17,42.03,29.26,926.2,47.54,1.9
2025-01-15 09:45:00,82.0,42.54,29.25,930.2,48.5,1.8
2025-01-15 09:45:30,82.36,42.28,29.35,918.4,48.95,1.68
2025-01-15 09:46:00,82.21,42.22,29.35,924.3,47.85,2.04
2025-01-15 09:46:30,82.28,42.43,29.12,927.7,48.52,1.96
2025-01-15 09:47:00,82.44,42.36,28.89,928.3,48.26,2.01
2025-01-15 09:47:30,82.3,42.5,29.25,923.3,47.11,1.91
2025-01-15 09:48:00,83.07,42.38,28.89,918.0,48.19,2.08
2025-01-15 09:48:30,82.38,42.35,28.92,917.6,47.76,1.82
2025-01-15 09:49:00,82.61,42.42,29.35,923.1,46.84,2.16
2025-01-15 09:49:30,82.43,42.61,29.35,923.2,48.03,1.96
2025-01-15 09:50:00,82.58,42.85,28.81,912.9,47.27,1.81
2025-01-15 09:50:30,82.84,43.0,29.16,916.6,47.69,2.0
2025-01-15 09:51:00,82.63,42.88,28.98,919.4,48.17,2.0
2025-01-15 09:51:30,83.12,43.02,28.98,910.2,47.72,2.2
2025-01-15 09:52:00,83.38,43.01,29.24,916.3,47.49,2.04
2025-01-15 09:52:30,82.98,42.98,28.78,911.1,47.71,2.16
2025-01-15 09:53:00,83.35,42.7,28.97,910.5,47.32,2.05
2025-01-15 09:53:30,83.46,43.26,28.82,912.6,47.56,2.06
2025-01-15 09:54:00,83.34,43.32,28.73,909.7,46.26,2.23
2025-01-15 09:54:30,83.85,42.97,28.77,909.0,46.96,2.22
2025-01-15 09:55:00,83.49,43.08,29.2,907.0,46.63,2.32
2025-01-15 09:55:30,83.25,43.12,28.94,909.7,45.99,2.35
2025-01-15 09:56:00,83.46,42.63,28.87,902.7,45.71,2.14
2025-01-15 09:56:30,83.59,43.15,28.91,899.4,46.07,2.28
2025-01-15 09:57:00,84.18,43.02,28.83,906.8,46.35,2.08
2025-01-15 09:57:30,83.44,43.22,29.19,902.9,46.44,2.23
2025-01-15 09:58:00,83.6,43.37,28.91,901.8,47.08,2.35
2025-01-15 09:58:30,83.92,42.83,29.03,892.3,47.05,2.18
2025-01-15 09:59:00,84.37,42.81,28.93,893.2,46.18,2.12
2025-01-15 09:59:30,83.59,43.16,28.87,891.9,45.87,2.25
2025-01-15 10:00:00,84.09,43.09,29.1,892.6,47.07,2.41
2025-01-15 10:00:30,83.79,43.23,29.25,898.1,45.44,2.42
2025-01-15 10:01:00,84.44,42.57,28.72,899.7,46.42,2.2
2025-01-15 10:01:30,83.98,42.65,28.85,895.7,45.75,2.17
2025-01-15 10:02:00,84.86,43.16,28.81,896.4,46.22,2.43
2025-01-15 10:02:30,84.7,43.22,29.19,894.4,45.35,2.41
2025-01-15 10:03:00,84.63,43.07,28.98,894.0,46.02,2.24
2025-01-15 10:03:30,84.41,42.57,29.02,879.7,45.8,2.21
2025-01-15 10:04:00,84.74,42.83,29.05,891.5,44.83,2.5
2025-01-15 10:04:30,84.79,42.85,29.13,890.1,45.52,2.34
2025-01-15 10:05:00,85.36,42.43,29.12,885.9,44.78,2.42
2025-01-15 10:05:30,85.16,43.09,28.95,890.4,45.7,2.38
2025-01-15 10:06:00,85.45,42.34,29.18,883.7,45.32,2.54
2025-01-15 10:06:30,84.99,42.65,29.08,885.1,45.02,2.38
2025-01-15 10:07:00,85.12,42.68,29.26,876.6,46.22,2.38
2025-01-15 10:07:30,85.28,42.41,29.08,886.6,45.83,2.54
2025-01-15 10:08:00,85.18,42.41,28.96,879.5,45.76,2.54
2025-01-15 10:08:30,84.96,42.69,29.32,878.1,44.55,2.36
2025-01-15 10:09:00,85.0,42.22,29.35,878.3,45.74,2.56
2025-01-15 10:09:30,85.98,42.51,29.18,877.9,45.78,2.49
2025-01-15 10:10:00,85.83,42.15,29.22,874.5,45.88,2.3
2025-01-15 10:10:30,85.4,41.96,29.29,881.1,45.64,2.41
2025-01-15 10:11:00,86.11,42.5,29.17,870.0,44.9,2.44
2025-01-15 10:11:30,85.68,42.17,29.23,880.3,44.38,2.5
2025-01-15 10:12:00,85.47,41.86,29.34,874.0,46.08,2.45
2025-01-15 10:12:30,85.52,42.02,29.22,879.3,46.18,2.47
2025-01-15 10:13:00,85.99,41.74,29.27,867.3,44.5,2.29
2025-01-15 10:13:30,85.65,42.15,28.96,878.9,44.35,2.64
2025-01-15 10:14:00,85.84,41.56,29.33,867.0,45.62,2.37
2025-01-15 10:14:30,85.83,42.1,29.34,876.5,45.59,2.33
2025-01-15 10:15:00,86.48,41.99,29.2,877.5,44.62,2.68
2025-01-15 10:15:30,86.63,41.37,28.95,872.8,45.73,2.33
2025-01-15 10:16:00,86.29,41.88,29.05,876.0,45.05,2.32
2025-01-15 10:16:30,86.41,41.7,29.23,872.9,44.36,2.62
2025-01-15 10:17:00,86.47,41.69,29.36,868.7,44.82,2.61
2025-01-15 10:17:30,87.12,41.74,29.33,866.7,44.16,2.69
2025-01-15 10:18:00,86.94,41.71,29.21,871.7,45.99,2.63
2025-01-15 10:18:30,86.9,41.23,29.28,876.3,44.78,2.57
2025-01-15 10:19:00,86.96,41.63,29.52,866.8,44.02,2.4
2025-01-15 10:19:30,86.84,41.32,29.54,876.6,44.09,2.63
2025-01-15 10:20:00,87.28,41.48,29.41,867.0,45.71,2.62
2025-01-15 10:20:30,87.21,41.45,29.29,864.3,45.11,2.61
2025-01-15 10:21:00,86.78,41.25,29.66,866.9,45.21,2.56
2025-01-15 10:21:30,87.1,40.75,29.27,875.6,45.58,2.47
2025-01-15 10:22:00,86.77,41.16,29.6,867.7,45.16,2.64
2025-01-15 10:22:30,87.62,40.87,29.44,873.8,44.38,2.36
2025-01-15 10:23:00,86.97,40.94,29.38,873.9,44.81,2.48
2025-01-15 10:23:30,86.98,40.35,29.78,871.4,44.22,2.52
2025-01-15 10:24:00,87.67,40.38,29.56,871.6,45.06,2.27
2025-01-15 10:24:30,86.96,40.98,29.74,874.4,45.16,2.36
2025-01-15 10:25:00,87.75,40.46,29.8,879.6,45.67,2.64
2025-01-15 10:25:30,87.27,40.09,29.37,870.9,44.21,2.27
2025-01-15 10:26:00,87.61,40.69,29.55,883.9,45.88,2.27
2025-01-15 10:26:30,87.69,40.25,29.36,884.9,44.59,2.46
2025-01-15 10:27:00,87.77,40.63,29.71,876.6,44.98,2.29
2025-01-15 10:27:30,88.13,40.6,29.46,871.8,44.62,2.36
2025-01-15 10:28:00,88.1,40.47,29.85,872.8,45.69,2.5
2025-01-15 10:28:30,87.87,40.47,29.4,875.3,45.65,2.58
2025-01-15 10:29:00,87.94,39.87,29.74,886.1,44.37,2.32
2025-01-15 10:29:30,87.54,39.67,29.69,877.6,44.66,2.24
2025-01-15 10:30:00,87.99,39.52,29.85,879.0,44.28,2.55
2025-01-15 10:30:30,87.56,40.2,29.96,891.1,44.51,2.35
2025-01-15 10:31:00,87.46,40.15,29.96,888.0,45.16,2.29
2025-01-15 10:31:30,88.21,39.73,29.86,881.3,44.73,2.17
2025-01-15 10:32:00,88.12,39.74,29.59,894.1,44.84,2.3
2025-01-15 10:32:30,87.58,39.47,30.02,886.6,44.68,2.32
2025-01-15 10:33:00,87.76,39.92,29.61,898.0,44.48,2.47
2025-01-15 10:33:30,88.12,39.32,29.84,888.1,44.92,2.18
2025-01-15 10:34:00,87.83,39.9,30.18,899.5,44.63,2.21
2025-01-15 10:34:30,88.37,39.11,30.03,890.5,46.43,2.09
2025-01-15 10:35:00,88.29,39.3,29.7,887.1,46.17,2.28
2025-01-15 10:35:30,87.68,39.33,30.18,891.7,45.69,2.11
2025-01-15 10:36:00,87.68,39.56,30.08,892.6,44.74,2.08
2025-01-15 10:36:30,88.11,39.3,29.84,893.9,45.85,2.31
2025-01-15 10:37:00,88.31,39.34,29.82,892.9,46.13,2.18
2025-01-15 10:37:30,88.22,38.88,30.2,898.4,46.39,2.35
2025-01-15 10:38:00,87.99,38.82,30.28,901.8,46.49,2.1
2025-01-15 10:38:30,87.68,39.45,29.98,898.0,45.54,2.22
2025-01-15 10:39:00,87.49,39.17,30.04,904.8,45.08,2.25
2025-01-15 10:39:30,88.29,39.42,29.99,909.2,45.65,2.25
2025-01-15 10:40:00,87.53,39.41,30.39,906.9,45.96,2.15
2025-01-15 10:40:30,87.99,38.7,30.42,903.7,45.35,1.97
2025-01-15 10:41:00,87.69,39.32,29.87,902.8,46.43,1.99
2025-01-15 10:41:30,87.44,39.13,30.22,910.8,46.49,1.94
2025-01-15 10:42:00,88.28,39.21,29.92,905.5,46.12,2.08
2025-01-15 10:42:30,87.67,38.72,30.16,906.8,46.37,2.21
2025-01-15 10:43:00,87.52,39.07,30.38,908.3,46.9,2.23
2025-01-15 10:43:30,87.74,38.95,30.46,915.2,46.09,2.22
2025-01-15 10:44:00,88.1,38.87,30.12,913.1,46.23,2.22
2025-01-15 10:44:30,88.1,39.33,30.48,922.3,45.52,2.02
2025-01-15 10:45:00,88.23,39.35,30.16,916.5,46.74,1.94
2025-01-15 10:45:30,87.77,38.66,30.29,918.8,45.57,1.84
2025-01-15 10:46:00,88.18,39.23,30.61,921.8,47.21,2.12
2025-01-15 10:46:30,88.06,38.64,30.45,916.8,47.01,1.86
2025-01-15 10:47:00,87.68,39.36,30.46,917.4,46.76,1.91
2025-01-15 10:47:30,88.05,38.86,30.29,924.6,46.02,1.96
2025-01-15 10:48:00,88.02,39.05,30.28,922.5,46.91,1.77
2025-01-15 10:48:30,87.15,38.76,30.32,922.3,46.49,1.8
2025-01-15 10:49:00,87.07,39.11,30.66,926.2,47.12,1.95
2025-01-15 10:49:30,87.14,39.26,30.45,925.9,47.27,1.86
2025-01-15 10:50:00,87.21,38.91,30.33,926.0,46.88,1.89
2025-01-15 10:50:30,86.86,39.02,30.73,922.2,47.29,1.84
2025-01-15 10:51:00,87.09,39.55,30.41,931.3,46.56,1.66
2025-01-15 10:51:30,87.62,39.14,30.28,925.6,47.2,1.91
2025-01-15 10:52:00,86.81,39.0,30.84,931.7,46.7,1.74
2025-01-15 10:52:30,87.0,39.39,30.65,933.9,48.1,1.8
2025-01-15 10:53:00,87.34,39.48,30.75,928.3,48.1,1.86
2025-01-15 10:53:30,87.46,39.02,30.83,921.1,48.13,1.8
2025-01-15 10:54:00,86.99,39.72,30.67,928.0,48.24,1.9
2025-01-15 10:54:30,87.04,39.3,30.61,928.9,48.2,1.66
2025-01-15 10:55:00,86.76,39.48,30.59,926.9,48.4,1.87
2025-01-15 10:55:30,86.81,39.43,30.48,926.7,47.19,1.75
2025-01-15 10:56:00,86.84,39.19,30.94,927.1,48.66,1.84
2025-01-15 10:56:30,87.15,39.33,30.66,936.6,47.07,1.51
2025-01-15 10:57:00,86.7,39.61,30.97,934.4,48.21,1.88
2025-01-15 10:57:30,86.58,39.68,30.84,928.2,47.92,1.71
2025-01-15 10:58:00,86.35,40.07,30.85,930.2,47.48,1.61
2025-01-15 10:58:30,86.34,39.81,30.8,935.8,49.29,1.64
2025-01-15 10:59:00,86.31,39.92,31.07,927.0,48.5,1.77
2025-01-15 10:59:30,85.98,39.73,31.07,934.5,48.55,1.47
2025-01-15 11:00:00,86.63,40.08,30.99,936.8,49.38,1.59
2025-01-15 11:00:30,85.82,39.82,30.81,928.7,48.06,1.48
2025-01-15 11:01:00,86.23,40.12,30.73,936.2,49.04,1.42
2025-01-15 11:01:30,85.94,40.33,30.71,930.9,47.85,1.52
2025-01-15 11:02:00,86.3,40.23,30.94,922.5,48.92,1.61
2025-01-15 11:02:30,85.65,40.34,30.87,934.8,49.16,1.54
2025-01-15 11:03:00,85.44,40.01,31.02,920.0,48.29,1.44
2025-01-15 11:03:30,85.76,40.6,30.94,930.6,48.3,1.37
2025-01-15 11:04:00,85.94,40.27,31.01,922.7,48.59,1.46
2025-01-15 11:04:30,85.19,40.8,30.94,921.9,49.24,1.5
2025-01-15 11:05:00,85.08,40.85,30.95,931.0,49.3,1.59
2025-01-15 11:05:30,85.2,40.24,31.17,928.6,49.13,1.7
2025-01-15 11:06:00,85.69,40.51,30.98,929.5,49.58,1.71
2025-01-15 11:06:30,85.04,40.65,31.05,916.8,49.29,1.68
2025-01-15 11:07:00,85.21,41.04,30.78,915.2,49.47,1.4
2025-01-15 11:07:30,85.62,40.7,30.97,913.3,49.9,1.47
